1783499626.083799 server started (988184): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1783499626.083836 on Linux 6.18.35.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Wed Jun 17 23:14:00 UTC 2026
1783499626.083849 using libevent 2.1.12-stable poll
1783499626.083852 using ncurses 6.4 20240113
1783499626.117756 args_parse: flags end at 3 of 3
1783499626.117761 cmd_parse_build_commands: send-keys -N "%%"
1783499626.117764 args_parse_flags: next -Np(repeat)
1783499626.117766 args_parse_flags: -N
1783499626.117769 args_parse_flag_argument: -p = (repeat)
1783499626.117771 args_parse_flags: next -I1
1783499626.117868 args_parse_flag_argument: -I = 1
1783499626.117875 args_parse: flags end at 3 of 4
1783499626.117884 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1783499626.117897 cmd_parse_build_commands: command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1783499626.117900 args_parse_flags: next -Tcopy-mode-vi
1783499626.117903 args_parse_flag_argument: -T = copy-mode-vi
1783499626.117906 args_parse_flags: next 1
1783499626.117908 args_parse: flags end at 2 of 4
1783499626.117910 args_parse: 2 = 1 (type STRING)
1783499626.117920 args_parse: 3 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1783499626.117933 cmd_parse_build_commands: bind-key -T copy-mode-vi 1 { command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } }
1783499626.117938 cmdq_get_command: [bind-key/0x58e472522b80] group 2092
1783499626.117942 cmdq_append <global>: [bind-key/0x58e472522b80]
1783499626.117948 yylex_token: end at WS
1783499626.117950 yylex_token: bind
1783499626.117953 yylex_token: end at WS
1783499626.117955 yylex_token: -Tcopy-mode-vi
1783499626.117958 yylex_token: end at WS
1783499626.117960 yylex_token: 2
1783499626.117964 yylex_token: end at WS
1783499626.117966 yylex_token: command-prompt
1783499626.117969 yylex_token: end at WS
1783499626.117971 yylex_token: -Np(repeat)
1783499626.117973 yylex_token: end at WS
1783499626.117975 yylex_token: -I2
1783499626.117978 yylex_token: end at WS
1783499626.117980 yylex_token: send
1783499626.117982 yylex_token: end at WS
1783499626.117984 yylex_token: -N
1783499626.117987 yylex_token: end at WS
1783499626.117989 yylex_token: %%
1783499626.117995 cmd_parse_build_commands 0:0: bind
1783499626.117998 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.118001 cmd_parse_build_commands 0:2: 2
1783499626.118004 cmd_parse_build_commands 0:3 0:0: command-prompt
1783499626.118007 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1783499626.118009 cmd_parse_build_commands 0:3 0:2: -I2
1783499626.118012 cmd_parse_build_commands 0:3 0:3 0:0: send
1783499626.118015 cmd_parse_build_commands 0:3 0:3 0:1: -N
1783499626.118017 cmd_parse_build_commands 0:3 0:3 0:2: %%
1783499626.118022 cmd_parse_build_commands 0:0: command-prompt
1783499626.118025 cmd_parse_build_commands 0:1: -Np(repeat)
1783499626.118028 cmd_parse_build_commands 0:2: -I2
1783499626.118031 cmd_parse_build_commands 0:3 0:0: send
1783499626.118034 cmd_parse_build_commands 0:3 0:1: -N
1783499626.118036 cmd_parse_build_commands 0:3 0:2: %%
1783499626.118041 cmd_parse_build_commands 0:0: send
1783499626.118043 cmd_parse_build_commands 0:1: -N
1783499626.118046 cmd_parse_build_commands 0:2: %%
1783499626.118051 args_parse_flags: next -N
1783499626.118054 args_parse_flag_argument: -N = %%
1783499626.118064 args_parse: flags end at 3 of 3
1783499626.118070 cmd_parse_build_commands: send-keys -N "%%"
1783499626.118073 args_parse_flags: next -Np(repeat)
1783499626.118075 args_parse_flags: -N
1783499626.118078 args_parse_flag_argument: -p = (repeat)
1783499626.118081 args_parse_flags: next -I2
1783499626.118083 args_parse_flag_argument: -I = 2
1783499626.118085 args_parse: flags end at 3 of 4
1783499626.118092 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1783499626.118101 cmd_parse_build_commands: command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1783499626.118104 args_parse_flags: next -Tcopy-mode-vi
1783499626.118107 args_parse_flag_argument: -T = copy-mode-vi
1783499626.118109 args_parse_flags: next 2
1783499626.118111 args_parse: flags end at 2 of 4
1783499626.118114 args_parse: 2 = 2 (type STRING)
1783499626.118121 args_parse: 3 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1783499626.118133 cmd_parse_build_commands: bind-key -T copy-mode-vi 2 { command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" } }
1783499626.118139 cmdq_get_command: [bind-key/0x58e472521d10] group 2104
1783499626.118142 cmdq_append <global>: [bind-key/0x58e472521d10]
1783499626.118152 yylex_token: end at WS
1783499626.118155 yylex_token: bind
1783499626.118158 yylex_token: end at WS
1783499626.118258 yylex_token: -Tcopy-mode-vi
1783499626.118267 yylex_token: end at WS
1783499626.118270 yylex_token: 3
1783499626.118273 yylex_token: end at WS
1783499626.118276 yylex_token: command-prompt
1783499626.118279 yylex_token: end at WS
1783499626.118281 yylex_token: -Np(repeat)
1783499626.118284 yylex_token: end at WS
1783499626.118286 yylex_token: -I3
1783499626.118473 yylex_token: end at WS
1783499626.118485 yylex_token: send
1783499626.118489 yylex_token: end at WS
1783499626.118491 yylex_token: -N
1783499626.118494 yylex_token: end at WS
1783499626.118496 yylex_token: %%
1783499626.118505 cmd_parse_build_commands 0:0: bind
1783499626.118507 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.118510 cmd_parse_build_commands 0:2: 3
1783499626.118514 cmd_parse_build_commands 0:3 0:0: command-prompt
1783499626.118517 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1783499626.118519 cmd_parse_build_commands 0:3 0:2: -I3
1783499626.118522 cmd_parse_build_commands 0:3 0:3 0:0: send
1783499626.118525 cmd_parse_build_commands 0:3 0:3 0:1: -N
1783499626.118527 cmd_parse_build_commands 0:3 0:3 0:2: %%
1783499626.118533 cmd_parse_build_commands 0:0: command-prompt
1783499626.118536 cmd_parse_build_commands 0:1: -Np(repeat)
1783499626.118538 cmd_parse_build_commands 0:2: -I3
1783499626.118541 cmd_parse_build_commands 0:3 0:0: send
1783499626.118543 cmd_parse_build_commands 0:3 0:1: -N
1783499626.118545 cmd_parse_build_commands 0:3 0:2: %%
1783499626.118549 cmd_parse_build_commands 0:0: send
1783499626.118552 cmd_parse_build_commands 0:1: -N
1783499626.118554 cmd_parse_build_commands 0:2: %%
1783499626.118560 args_parse_flags: next -N
1783499626.118563 args_parse_flag_argument: -N = %%
1783499626.118565 args_parse: flags end at 3 of 3
1783499626.118573 cmd_parse_build_commands: send-keys -N "%%"
1783499626.118576 args_parse_flags: next -Np(repeat)
1783499626.118578 args_parse_flags: -N
1783499626.118581 args_parse_flag_argument: -p = (repeat)
1783499626.118583 args_parse_flags: next -I3
1783499626.118586 args_parse_flag_argument: -I = 3
1783499626.118588 args_parse: flags end at 3 of 4
1783499626.118594 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1783499626.118603 cmd_parse_build_commands: command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1783499626.118606 args_parse_flags: next -Tcopy-mode-vi
1783499626.118608 args_parse_flag_argument: -T = copy-mode-vi
1783499626.118611 args_parse_flags: next 3
1783499626.118613 args_parse: flags end at 2 of 4
1783499626.118615 args_parse: 2 = 3 (type STRING)
1783499626.118623 args_parse: 3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1783499626.118635 cmd_parse_build_commands: bind-key -T copy-mode-vi 3 { command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" } }
1783499626.118729 cmdq_get_command: [bind-key/0x58e472523bc0] group 2116
1783499626.118734 cmdq_append <global>: [bind-key/0x58e472523bc0]
1783499626.118741 yylex_token: end at WS
1783499626.118744 yylex_token: bind
1783499626.118747 yylex_token: end at WS
1783499626.118749 yylex_token: -Tcopy-mode-vi
1783499626.118752 yylex_token: end at WS
1783499626.118754 yylex_token: 4
1783499626.118757 yylex_token: end at WS
1783499626.118760 yylex_token: command-prompt
1783499626.118763 yylex_token: end at WS
1783499626.118766 yylex_token: -Np(repeat)
1783499626.118768 yylex_token: end at WS
1783499626.118771 yylex_token: -I4
1783499626.118773 yylex_token: end at WS
1783499626.118776 yylex_token: send
1783499626.118778 yylex_token: end at WS
1783499626.118780 yylex_token: -N
1783499626.118783 yylex_token: end at WS
1783499626.118785 yylex_token: %%
1783499626.118792 cmd_parse_build_commands 0:0: bind
1783499626.118795 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.118798 cmd_parse_build_commands 0:2: 4
1783499626.118828 cmd_parse_build_commands 0:3 0:0: command-prompt
1783499626.118833 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1783499626.118837 cmd_parse_build_commands 0:3 0:2: -I4
1783499626.118841 cmd_parse_build_commands 0:3 0:3 0:0: send
1783499626.118844 cmd_parse_build_commands 0:3 0:3 0:1: -N
1783499626.118847 cmd_parse_build_commands 0:3 0:3 0:2: %%
1783499626.118853 cmd_parse_build_commands 0:0: command-prompt
1783499626.118855 cmd_parse_build_commands 0:1: -Np(repeat)
1783499626.118858 cmd_parse_build_commands 0:2: -I4
1783499626.118861 cmd_parse_build_commands 0:3 0:0: send
1783499626.118863 cmd_parse_build_commands 0:3 0:1: -N
1783499626.118866 cmd_parse_build_commands 0:3 0:2: %%
1783499626.118869 cmd_parse_build_commands 0:0: send
1783499626.118872 cmd_parse_build_commands 0:1: -N
1783499626.118874 cmd_parse_build_commands 0:2: %%
1783499626.118880 args_parse_flags: next -N
1783499626.118883 args_parse_flag_argument: -N = %%
1783499626.118886 args_parse: flags end at 3 of 3
1783499626.118893 cmd_parse_build_commands: send-keys -N "%%"
1783499626.118896 args_parse_flags: next -Np(repeat)
1783499626.118899 args_parse_flags: -N
1783499626.118902 args_parse_flag_argument: -p = (repeat)
1783499626.118904 args_parse_flags: next -I4
1783499626.118907 args_parse_flag_argument: -I = 4
1783499626.118910 args_parse: flags end at 3 of 4
1783499626.118916 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1783499626.118927 cmd_parse_build_commands: command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1783499626.118930 args_parse_flags: next -Tcopy-mode-vi
1783499626.118933 args_parse_flag_argument: -T = copy-mode-vi
1783499626.118935 args_parse_flags: next 4
1783499626.118937 args_parse: flags end at 2 of 4
1783499626.118940 args_parse: 2 = 4 (type STRING)
1783499626.118949 args_parse: 3 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1783499626.118960 cmd_parse_build_commands: bind-key -T copy-mode-vi 4 { command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" } }
1783499626.118966 cmdq_get_command: [bind-key/0x58e472523d20] group 2128
1783499626.118969 cmdq_append <global>: [bind-key/0x58e472523d20]
1783499626.118981 yylex_token: end at WS
1783499626.118984 yylex_token: bind
1783499626.118987 yylex_token: end at WS
1783499626.118989 yylex_token: -Tcopy-mode-vi
1783499626.118992 yylex_token: end at WS
1783499626.118994 yylex_token: 5
1783499626.118997 yylex_token: end at WS
1783499626.118999 yylex_token: command-prompt
1783499626.119002 yylex_token: end at WS
1783499626.119005 yylex_token: -Np(repeat)
1783499626.119007 yylex_token: end at WS
1783499626.119009 yylex_token: -I5
1783499626.119012 yylex_token: end at WS
1783499626.119014 yylex_token: send
1783499626.119017 yylex_token: end at WS
1783499626.119019 yylex_token: -N
1783499626.119022 yylex_token: end at WS
1783499626.119024 yylex_token: %%
1783499626.119030 cmd_parse_build_commands 0:0: bind
1783499626.119032 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.119035 cmd_parse_build_commands 0:2: 5
1783499626.119043 cmd_parse_build_commands 0:3 0:0: command-prompt
1783499626.119046 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1783499626.119049 cmd_parse_build_commands 0:3 0:2: -I5
1783499626.119052 cmd_parse_build_commands 0:3 0:3 0:0: send
1783499626.119055 cmd_parse_build_commands 0:3 0:3 0:1: -N
1783499626.119057 cmd_parse_build_commands 0:3 0:3 0:2: %%
1783499626.119061 cmd_parse_build_commands 0:0: command-prompt
1783499626.119064 cmd_parse_build_commands 0:1: -Np(repeat)
1783499626.119066 cmd_parse_build_commands 0:2: -I5
1783499626.119069 cmd_parse_build_commands 0:3 0:0: send
1783499626.119072 cmd_parse_build_commands 0:3 0:1: -N
1783499626.119074 cmd_parse_build_commands 0:3 0:2: %%
1783499626.119078 cmd_parse_build_commands 0:0: send
1783499626.119080 cmd_parse_build_commands 0:1: -N
1783499626.119083 cmd_parse_build_commands 0:2: %%
1783499626.119088 args_parse_flags: next -N
1783499626.119090 args_parse_flag_argument: -N = %%
1783499626.119093 args_parse: flags end at 3 of 3
1783499626.119098 cmd_parse_build_commands: send-keys -N "%%"
1783499626.119101 args_parse_flags: next -Np(repeat)
1783499626.119103 args_parse_flags: -N
1783499626.119106 args_parse_flag_argument: -p = (repeat)
1783499626.119108 args_parse_flags: next -I5
1783499626.119110 args_parse_flag_argument: -I = 5
1783499626.119113 args_parse: flags end at 3 of 4
1783499626.119119 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1783499626.119128 cmd_parse_build_commands: command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1783499626.119131 args_parse_flags: next -Tcopy-mode-vi
1783499626.119134 args_parse_flag_argument: -T = copy-mode-vi
1783499626.119136 args_parse_flags: next 5
1783499626.119138 args_parse: flags end at 2 of 4
1783499626.119141 args_parse: 2 = 5 (type STRING)
1783499626.119149 args_parse: 3 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1783499626.119160 cmd_parse_build_commands: bind-key -T copy-mode-vi 5 { command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } }
1783499626.119165 cmdq_get_command: [bind-key/0x58e472523e90] group 2140
1783499626.119168 cmdq_append <global>: [bind-key/0x58e472523e90]
1783499626.119173 yylex_token: end at WS
1783499626.119176 yylex_token: bind
1783499626.119179 yylex_token: end at WS
1783499626.119181 yylex_token: -Tcopy-mode-vi
1783499626.119183 yylex_token: end at WS
1783499626.119185 yylex_token: 6
1783499626.119189 yylex_token: end at WS
1783499626.119191 yylex_token: command-prompt
1783499626.119194 yylex_token: end at WS
1783499626.119196 yylex_token: -Np(repeat)
1783499626.119199 yylex_token: end at WS
1783499626.119201 yylex_token: -I6
1783499626.119203 yylex_token: end at WS
1783499626.119205 yylex_token: send
1783499626.119208 yylex_token: end at WS
1783499626.119210 yylex_token: -N
1783499626.119212 yylex_token: end at WS
1783499626.119214 yylex_token: %%
1783499626.119220 cmd_parse_build_commands 0:0: bind
1783499626.119223 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1783499626.119225 cmd_parse_build_commands 0:2: 6
1783499626.119228 cmd_parse_build_commands 0:3 0:0: command-prompt
1783499626.119231 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1783499626.119233 cmd_parse_build_commands 0:3 0:2: -I6
1783499626.119236 cmd_parse_build_commands 0:3 0:3 0:0: send
1783499626.119239 cmd_parse_build_commands 0:3 0:3 0:1: -N
1783499626.119241 cmd_parse_build_commands 0:3 0:3 0:2: %%
1783499626.119245 cmd_parse_build_commands 0:0: command-prompt
1783499626.119247 cmd_parse_build_commands 0:1: -Np(repeat)
1783499626.119250 cmd_parse_build_commands 0:2: -I6
1783499626.119253 cmd_parse_build_commands 0:3 0:0: send
1783499626.119255 cmd_parse_build_commands 0:3 0:1: -N
1783499626.119257 cmd_parse_build_commands 0:3 0:2: %%
1783499626.119261 cmd_parse_build_commands 0:0: send
1783499626.119263 cmd_parse_build_commands 0:1: -N
1783499626.119265 cmd_parse_build_commands 0:2: %%
1783499626.119271 args_parse_flags: next -N
1783499626.119274 args_parse_flag_argument: -N = %%
1783499626.119276 args_parse: flags end at 3 of 3
1783499626.119281 cmd_parse_build_commands: send-keys -N "%%"
1783499626.119287 args_parse_flags: next -Np(repeat)
1783499626.119289 args_parse_flags: -N
1783499626.119292 args_parse_flag_argument: -p = (repeat)
1783499626.119294 args_parse_flags: next -I6
1783499626.119297 args_parse_flag_argument: -I = 6
1783499626.119299 args_parse: flags end at 3 of 4
1783499626.119304 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1783499626.119313 cmd_parse_build_commands: command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1783499626.119315 args_parse_flags: next -Tcopy-mode-vi
1783499626.119318 args_parse_flag_argument: -T = copy-mode-vi
1783499626.119320 args_parse_flags: next 6
1783499626.119323 args_parse: flags end at 2 of 4
1783499626.119325 args_parse: 2 = 6 (type STRING)
1783499626.119333 args_parse: 3 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1783499626.119343 cmd_parse_build_commands: bind-key -T copy-mode-vi 6 { command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } }
1783499626.119348 cmdq_get_command: [bind-key/0x58e472525470] group 2152
1783499626.119351 cmdq_append <global>: [bind-key/0x58e472525470]
1783499626.119358 yylex_token: end at WS
1783499626.119360 yylex_token: bind
1783499626.119363 yylex_token: end at WS
1783499626.119366 yylex_token: -Tcopy-mode-vi
1783499626.119368 yylex_token: end at WS
1783499626.119370 yylex_token: 7
1783499626.119373 yylex_token: end at WS
1783499626.119375 yylex_token: command-prompt
1783499626.119378 yylex_token: end at WS
1783499626.119380 yylex_token: -Np(repeat)
1783499626.119383 yylex_token: end at WS
1783499626.119385 yylex_token: -I7
1783499626.119388 yylex_token: end at WS
1783499626.119390 yylex_token: send
1783499626.119392 yylex_token: end at WS
1783499626.119394 yylex_token: -N
1783499626.119397 yylex_token: end at WS
1783499626.119399 yylex_token: %%
1783499626.119404 cmd_parse_build_commands 0:0: bind
1783499626.119407 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
